date,bitcoin,cryptocurrency,ethereum,crypto,btc,eth,crypto crash,bitcoin crash,buy bitcoin,sell bitcoin,crypto bull run,solana,altcoin,bitcoin price,crypto wallet
2022-07-11,20,1,3,5,6,12,0,0,2,0,0,3,0,19,1
2022-07-12,20,1,3,5,6,13,0,0,2,0,0,3,0,20,0
2022-07-13,20,1,3,6,6,13,0,0,2,0,0,2,0,20,0
2022-07-14,20,1,3,6,6,12,0,0,2,0,0,3,0,19,1
2022-07-15,18,1,4,5,5,13,0,0,2,0,0,2,0,17,1
2022-07-16,17,1,4,5,5,14,0,0,2,0,0,2,0,15,1
2022-07-17,17,1,4,5,5,14,0,0,2,0,0,3,0,15,1
2022-07-18,20,1,5,6,6,22,0,0,2,0,0,3,0,19,1
2022-07-19,21,1,6,6,7,20,0,0,2,0,0,3,0,18,1
2022-07-20,22,1,5,6,7,20,0,0,2,0,0,3,0,20,1
2022-07-21,24,1,5,6,7,15,0,0,2,1,0,3,0,21,1
2022-07-22,20,1,4,6,6,15,0,0,2,1,0,3,0,17,1
2022-07-23,16,1,4,5,5,12,0,0,2,0,0,3,0,14,0
2022-07-24,15,1,4,5,5,15,0,0,2,0,0,3,0,14,1
2022-07-25,18,1,4,6,5,13,0,0,2,0,0,2,0,16,1
2022-07-26,18,1,4,6,5,14,0,0,2,0,0,3,0,17,1
2022-07-27,17,1,4,6,5,15,0,0,2,0,0,3,0,16,1
2022-07-28,18,1,4,6,6,17,0,0,2,0,0,3,0,16,1
2022-07-29,18,1,4,5,6,15,0,0,2,0,0,3,0,16,1
2022-07-30,15,1,4,5,5,12,0,0,2,0,0,2,0,13,0
2022-07-31,15,1,4,5,5,13,0,0,2,0,0,2,0,13,0
2022-08-01,16,1,4,5,5,13,0,0,2,0,0,2,0,15,1
2022-08-02,16,1,4,5,5,13,0,0,2,0,0,2,0,14,0
2022-08-03,16,1,4,6,5,12,0,0,2,0,0,8,0,14,1
2022-08-04,15,1,4,6,5,13,0,0,2,0,0,4,0,13,1
2022-08-05,15,1,3,5,5,12,0,0,2,0,0,3,0,13,0
2022-08-06,13,1,3,5,4,12,0,0,2,0,0,3,0,11,1
2022-08-07,13,1,3,5,4,12,0,0,2,0,0,2,0,11,1
2022-08-08,16,1,4,6,5,15,0,0,2,0,0,3,0,14,1
2022-08-09,15,1,4,5,5,14,0,0,2,0,0,2,0,13,1
2022-08-10,15,1,4,5,5,15,0,0,2,0,0,3,0,13,1
2022-08-11,16,1,5,6,6,18,0,0,2,0,0,3,0,14,1
2022-08-12,15,1,4,5,5,15,0,0,2,0,0,2,0,12,1
2022-08-13,13,1,5,5,5,17,0,0,2,0,0,3,0,11,1
2022-08-14,14,1,4,5,5,14,0,0,2,0,0,2,0,12,0
2022-08-15,15,1,4,6,5,15,0,0,2,0,0,3,0,13,1
2022-08-16,14,1,4,6,4,14,0,0,2,0,0,2,0,12,1
2022-08-17,14,1,4,6,5,15,0,0,2,0,0,2,0,12,1
2022-08-18,13,1,4,6,4,14,0,0,2,0,0,2,0,11,0
2022-08-19,18,1,4,7,6,18,1,0,2,0,0,3,0,14,1
2022-08-20,15,1,4,5,5,13,0,0,2,0,0,2,0,12,0
2022-08-21,14,1,4,5,4,14,0,0,2,0,0,2,0,12,0
2022-08-22,14,1,3,6,5,13,0,0,2,0,0,2,0,13,0
2022-08-23,14,1,3,5,4,13,0,0,2,0,0,2,0,12,0
2022-08-24,13,1,3,5,4,12,0,0,2,0,0,2,0,11,0
2022-08-25,13,1,3,5,4,13,0,0,2,0,0,2,0,11,0
2022-08-26,14,1,4,5,4,14,0,0,2,0,0,2,0,12,1
2022-08-27,14,1,4,5,5,13,0,0,2,0,0,2,0,12,0
2022-08-28,14,1,3,5,5,12,0,0,2,0,0,2,0,12,0
2022-08-29,16,1,4,5,5,14,0,0,2,0,0,2,0,15,0
2022-08-30,15,1,4,5,5,15,0,0,2,0,0,2,0,13,1
2022-08-31,14,1,3,5,4,14,0,0,2,0,0,2,0,12,1
2022-09-01,44,3,9,16,12,16,0,0,2,0,0,7,0,39,2
2022-09-02,41,3,9,25,13,17,0,0,2,0,0,6,0,37,2
2022-09-03,36,2,9,14,12,15,0,0,2,0,0,6,0,32,1
2022-09-04,39,2,8,14,12,15,0,0,2,0,0,6,0,32,1
2022-09-05,41,3,10,16,12,18,0,0,2,0,0,6,0,34,1
2022-09-06,44,3,13,16,14,25,0,0,2,0,0,8,0,41,2
2022-09-07,49,3,12,16,16,21,0,0,2,0,0,7,0,46,2
2022-09-08,42,3,11,16,14,19,0,0,2,0,0,7,0,38,2
2022-09-09,48,3,12,16,16,20,0,0,2,0,0,8,0,41,1
2022-09-10,41,3,11,16,14,19,0,0,2,0,0,7,0,33,2
2022-09-11,38,3,12,14,13,19,0,0,2,0,0,7,0,33,1
2022-09-12,42,3,17,17,15,28,0,0,2,0,0,8,0,37,1
2022-09-13,46,3,19,18,17,35,0,0,2,0,0,8,0,43,1
2022-09-14,46,3,25,17,15,47,0,0,2,0,0,7,0,44,2
2022-09-15,43,3,47,17,15,100,0,0,2,0,0,7,0,42,2
2022-09-16,43,3,22,17,15,38,0,0,2,0,0,7,0,41,2
2022-09-17,38,3,15,15,12,25,0,0,2,0,0,6,0,33,2
2022-09-18,37,3,13,14,12,22,0,0,2,0,0,6,0,33,1
2022-09-19,55,3,16,17,17,30,1,0,2,0,0,7,0,49,2
2022-09-20,49,3,14,16,14,25,0,0,2,0,0,7,0,45,1
2022-09-21,49,3,13,17,15,24,0,0,2,0,0,7,0,44,2
2022-09-22,47,3,12,16,15,22,0,0,2,0,0,6,0,45,1
2022-09-23,46,3,11,15,13,20,0,0,2,0,0,6,0,44,1
2022-09-24,39,3,10,14,13,17,0,0,2,0,0,6,0,35,1
2022-09-25,37,3,8,14,12,17,0,0,3,0,0,6,0,34,1
2022-09-26,44,3,10,15,13,18,0,0,2,0,0,7,0,43,1
2022-09-27,46,3,10,17,15,19,0,0,2,0,0,6,0,42,2
2022-09-28,43,3,9,15,14,17,0,0,2,0,0,6,0,39,1
2022-09-29,42,3,9,15,13,16,0,0,3,0,0,7,0,39,2
2022-09-30,40,3,8,14,13,16,0,0,2,0,0,6,0,36,1
2022-10-01,35,2,7,13,11,13,0,0,3,0,0,7,0,28,1
2022-10-02,33,2,6,13,11,14,0,0,3,0,0,6,0,29,1
2022-10-03,40,3,8,16,12,15,0,0,3,0,0,7,0,36,1
2022-10-04,38,3,8,16,12,14,0,0,2,0,0,6,0,34,2
2022-10-05,38,2,8,16,12,14,0,0,2,0,0,6,0,32,1
2022-10-06,37,3,8,15,11,15,0,0,2,0,0,6,0,32,2
2022-10-07,35,2,7,15,12,14,0,0,2,0,0,6,0,31,2
2022-10-08,32,2,6,13,10,13,0,0,2,0,0,5,0,26,1
2022-10-09,33,3,6,13,10,13,0,0,3,0,0,5,0,26,1
2022-10-10,36,3,7,15,11,15,0,0,2,0,0,6,0,32,2
2022-10-11,37,3,7,15,12,15,0,0,2,0,0,6,0,34,1
2022-10-12,35,3,6,15,11,14,0,0,2,0,0,6,0,32,2
2022-10-13,40,3,8,15,14,15,0,0,2,0,0,6,0,37,1
2022-10-14,38,3,7,14,13,14,0,0,2,0,0,6,0,32,1
2022-10-15,31,2,5,14,10,13,0,0,3,0,0,6,0,24,1
2022-10-16,29,2,6,13,10,12,0,0,3,0,0,5,0,24,1
2022-10-17,34,2,7,14,11,13,0,0,2,0,0,5,0,29,1
2022-10-18,36,3,7,16,11,14,0,0,2,0,0,6,0,28,2
2022-10-19,36,3,6,16,10,14,0,0,2,0,0,6,0,28,1
2022-10-20,35,3,6,14,11,14,0,0,2,0,0,6,0,26,1
2022-10-21,34,2,6,14,11,13,0,0,2,0,0,6,0,28,1
2022-10-22,29,2,5,13,9,12,0,0,2,0,0,5,0,22,1
2022-10-23,29,2,5,13,10,12,0,0,2,0,0,5,0,22,1
2022-10-24,35,2,7,14,10,14,0,0,2,0,0,6,0,28,2
2022-10-25,36,2,8,15,11,18,0,0,2,0,0,6,0,29,1
2022-10-26,37,3,10,16,13,20,0,0,2,0,0,6,0,32,2
2022-10-27,37,3,9,14,13,16,0,0,2,0,0,6,0,32,1
2022-10-28,36,3,8,15,12,15,0,0,2,0,0,6,0,30,2
2022-10-29,34,3,9,15,12,16,0,0,3,0,0,6,0,27,1
2022-10-30,32,2,7,14,10,14,0,0,3,0,0,8,0,25,2
2022-10-31,37,3,9,15,12,15,0,0,2,0,0,6,0,29,2
2022-11-01,33,3,8,15,11,14,0,0,2,0,0,5,0,27,2
2022-11-02,35,3,8,16,12,15,0,0,2,0,0,6,0,30,1
2022-11-03,34,3,7,16,11,14,0,0,2,0,0,6,0,29,2
2022-11-04,35,3,8,17,12,15,0,0,2,0,0,6,0,28,2
2022-11-05,33,3,7,16,12,14,0,0,2,0,0,10,0,25,2
2022-11-06,31,3,6,14,10,13,0,0,3,0,0,9,0,23,1
2022-11-07,36,3,7,16,12,15,0,0,2,0,0,10,0,29,2
2022-11-08,51,3,10,25,21,20,2,1,3,0,0,15,0,47,2
2022-11-09,89,4,16,34,33,29,5,2,3,0,0,41,0,86,2
2022-11-10,100,4,15,30,33,27,3,1,3,0,0,33,0,100,3
2022-11-11,83,4,13,26,24,19,2,1,3,0,0,16,1,81,3
2022-11-12,76,5,11,27,22,17,2,1,3,0,0,15,0,73,4
2022-11-13,68,4,10,30,20,17,2,1,4,0,0,15,0,68,5
2022-11-14,80,4,11,28,23,19,2,1,3,0,0,13,0,78,4
2022-11-15,63,4,10,24,19,16,2,1,3,0,0,11,0,64,3
2022-11-16,62,4,9,25,18,16,1,1,3,0,0,10,0,59,3
2022-11-17,58,4,9,24,17,15,1,1,2,0,0,12,0,58,3
2022-11-18,56,4,8,21,15,16,1,0,3,0,0,10,0,50,2
2022-11-19,46,3,7,17,14,13,1,0,3,0,0,10,0,41,2
2022-11-20,45,3,7,18,13,15,1,0,3,0,0,9,0,39,2
2022-11-21,57,3,10,19,18,18,1,0,3,0,0,10,0,57,2
2022-11-22,57,3,9,19,16,16,1,0,3,0,0,9,0,55,2
2022-11-23,49,3,8,17,14,15,1,0,3,0,0,8,0,47,2
2022-11-24,42,3,7,15,13,14,0,0,3,0,0,7,0,40,2
2022-11-25,41,2,6,13,13,13,0,0,3,0,0,6,0,37,2
2022-11-26,36,2,6,13,11,12,0,0,3,0,0,6,0,32,2
2022-11-27,36,2,5,13,10,12,0,0,3,0,0,6,0,32,2
2022-11-28,45,3,7,16,13,13,0,0,2,0,0,6,0,44,2
2022-11-29,45,3,7,16,12,14,0,0,2,0,0,6,0,40,2
2022-11-30,44,3,7,17,13,14,1,0,3,0,0,6,0,40,2
2022-12-01,41,3,6,16,13,13,1,0,2,0,0,6,0,38,2
2022-12-02,37,3,5,15,12,12,0,0,3,0,0,6,0,35,2
2022-12-03,34,3,5,13,10,11,0,0,4,0,0,5,0,30,2
2022-12-04,34,2,5,13,11,11,0,0,4,0,0,5,0,30,1
2022-12-05,39,3,6,15,12,13,0,0,3,0,0,6,0,36,2
2022-12-06,38,3,5,15,11,13,0,0,3,0,0,6,0,35,1
2022-12-07,38,3,6,15,11,13,0,0,3,0,0,6,0,34,2
2022-12-08,39,3,6,15,12,13,0,0,3,0,0,6,0,35,2
2022-12-09,35,2,6,13,10,13,0,0,3,0,0,6,0,30,1
2022-12-10,30,2,5,12,9,11,0,0,4,0,0,5,0,23,1
2022-12-11,34,3,5,12,10,11,0,0,4,0,0,5,0,27,1
2022-12-12,36,3,6,13,11,12,0,0,3,0,0,5,0,33,1
2022-12-13,44,3,7,17,14,14,0,0,3,0,0,6,0,39,2
2022-12-14,40,3,7,16,14,14,0,0,3,0,0,6,0,38,2
2022-12-15,40,3,6,16,13,13,0,0,2,0,0,6,0,36,2
2022-12-16,41,3,6,16,13,14,1,0,2,0,0,6,0,39,2
2022-12-17,36,3,6,15,12,12,0,0,3,0,0,5,0,32,2
2022-12-18,33,2,5,12,10,11,0,0,3,0,0,5,0,26,1
2022-12-19,37,2,6,14,12,13,0,0,3,0,0,6,0,34,2
2022-12-20,36,2,6,13,12,13,0,0,3,0,0,5,0,34,1
2022-12-21,38,2,6,14,11,13,0,0,3,0,0,5,0,32,1
2022-12-22,38,3,6,14,11,12,0,0,3,0,0,5,0,35,2
2022-12-23,36,3,6,12,11,12,0,0,4,0,0,5,0,32,1
2022-12-24,32,2,5,12,9,10,0,0,4,0,0,6,0,24,1
2022-12-25,34,2,5,12,10,10,0,0,4,0,0,5,0,25,1
2022-12-26,35,2,5,12,10,10,0,0,4,0,0,6,0,26,1
2022-12-27,36,2,5,13,11,11,0,0,4,0,0,7,0,31,1
2022-12-28,37,2,5,14,11,11,0,0,3,0,0,10,0,32,1
2022-12-29,35,2,5,14,11,11,0,0,4,0,0,13,0,30,2
2022-12-30,37,2,5,13,10,11,0,0,3,0,0,11,0,30,1
2022-12-31,32,2,5,12,9,10,0,0,4,0,0,7,0,25,1
2023-01-01,34,2,5,12,9,10,0,0,4,0,0,7,0,24,1
2023-01-02,36,2,6,14,10,11,0,0,4,0,0,9,0,27,2
2023-01-03,36,2,6,14,11,12,0,0,3,0,0,12,0,30,2
2023-01-04,36,3,8,15,11,13,0,0,4,0,0,12,0,30,2
2023-01-05,34,2,5,15,10,13,0,0,3,0,0,10,0,28,2
2023-01-06,34,2,5,14,10,12,0,0,3,0,0,8,0,28,2
2023-01-07,32,2,5,13,9,11,0,0,2,0,0,7,0,22,1
2023-01-08,31,2,5,13,9,11,0,0,2,0,0,8,0,21,1
2023-01-09,36,3,7,16,12,15,0,0,2,0,0,12,0,30,1
2023-01-10,37,2,7,15,11,14,0,0,2,0,0,9,0,28,2
2023-01-11,36,3,6,15,12,14,0,0,2,0,0,8,0,28,2
2023-01-12,44,2,8,16,16,16,0,0,2,0,0,8,0,35,2
2023-01-13,47,2,7,16,17,14,0,0,2,0,0,8,0,38,2
2023-01-14,59,3,11,19,22,19,0,0,2,0,0,15,0,48,2
2023-01-15,45,2,8,15,16,15,0,0,2,0,0,11,0,37,1
2023-01-16,51,3,9,16,19,18,0,0,2,0,0,10,0,41,2
2023-01-17,50,3,9,16,16,16,0,0,2,0,0,9,0,41,2
2023-01-18,46,3,8,17,17,15,0,0,2,0,0,9,0,39,2
2023-01-19,40,3,7,16,14,14,0,0,2,0,0,7,0,36,2
2023-01-20,45,3,8,17,15,15,0,0,2,0,0,8,0,38,2
2023-01-21,51,3,9,17,20,16,0,0,2,0,0,10,0,41,2
2023-01-22,45,2,8,15,16,15,0,0,2,0,0,8,0,38,1
2023-01-23,46,3,8,16,16,16,0,0,2,0,0,8,0,41,2
2023-01-24,43,3,8,16,15,16,0,0,2,0,0,7,0,39,2
2023-01-25,42,2,8,15,15,15,0,0,2,0,0,8,0,37,2
2023-01-26,44,2,7,16,14,15,0,0,2,0,0,7,0,37,2
2023-01-27,41,2,6,15,14,15,0,0,2,0,0,7,0,34,1
2023-01-28,37,2,5,14,12,13,0,0,2,0,0,6,0,29,1
2023-01-29,40,2,7,15,15,13,0,0,2,0,0,7,0,34,2
2023-01-30,42,2,7,14,15,14,0,0,2,0,0,7,0,36,2
2023-01-31,42,2,6,15,14,13,0,0,2,0,0,6,0,35,2
2023-02-01,42,2,6,16,15,14,0,0,2,0,0,6,0,35,2
2023-02-02,48,3,8,17,17,15,0,0,2,0,0,7,0,43,2
2023-02-03,41,2,7,14,15,14,0,0,2,0,0,6,0,36,2
2023-02-04,37,3,6,14,13,13,0,0,2,0,0,6,0,30,1
2023-02-05,39,2,6,15,13,13,0,0,2,0,0,6,0,31,1
2023-02-06,38,2,6,15,13,13,0,0,2,0,0,6,0,32,1
2023-02-07,36,3,6,17,12,14,0,0,2,0,0,6,0,32,2
2023-02-08,38,2,6,17,12,14,0,0,2,0,0,6,0,30,2
2023-02-09,38,2,6,16,13,14,0,0,2,0,0,6,0,29,1
2023-02-10,38,2,6,15,13,16,0,0,2,0,0,6,0,29,2
2023-02-11,33,2,5,13,11,12,0,0,2,0,0,5,0,25,1
2023-02-12,32,2,5,13,11,12,0,0,2,0,0,5,0,23,1
2023-02-13,37,2,5,14,12,13,0,0,1,0,0,5,0,29,2
2023-02-14,35,2,6,13,12,13,0,0,1,0,0,6,0,29,1
2023-02-15,40,2,6,16,14,15,0,0,2,0,0,6,0,32,2
2023-02-16,51,2,8,18,18,17,0,0,2,0,0,7,0,42,2
2023-02-17,43,2,6,15,15,15,0,0,2,0,0,6,0,37,2
2023-02-18,38,2,6,14,12,14,0,0,2,0,0,6,0,32,1
2023-02-19,37,2,6,15,13,14,0,0,2,0,0,6,0,32,1
2023-02-20,40,2,7,16,14,16,0,0,2,0,0,8,0,35,2
2023-02-21,40,3,6,16,14,15,0,0,2,0,0,6,0,37,2
2023-02-22,38,2,6,15,13,14,0,0,1,0,0,6,0,33,2
2023-02-23,38,2,6,15,14,15,0,0,2,0,0,6,0,31,1
2023-02-24,37,2,5,14,12,14,0,0,2,0,0,6,0,31,1
2023-02-25,34,3,5,14,12,12,0,0,1,0,0,7,0,25,1
2023-02-26,33,2,5,13,11,13,0,0,2,0,0,6,0,25,1
2023-02-27,36,3,5,14,12,14,0,0,2,0,0,6,0,28,2
2023-02-28,36,2,6,14,11,15,0,0,2,0,0,6,0,28,1
2023-03-01,34,2,5,13,11,15,0,0,1,0,0,5,0,28,1
2023-03-02,35,2,5,13,11,13,0,0,2,0,0,6,0,27,1
2023-03-03,39,2,5,15,14,14,1,0,2,0,0,5,0,31,1
2023-03-04,33,2,5,13,11,12,0,0,2,0,0,5,0,25,1
2023-03-05,32,2,5,13,10,12,0,0,2,0,0,5,0,23,2
2023-03-06,33,2,5,14,11,13,0,0,1,0,0,5,0,26,1
2023-03-07,33,2,5,14,11,13,0,0,1,0,0,5,0,26,1
2023-03-08,36,2,4,13,11,13,0,0,2,0,0,6,0,27,1
2023-03-09,40,3,5,15,13,13,0,0,2,0,0,6,0,30,1
2023-03-10,51,3,6,18,18,15,1,0,2,0,0,6,0,44,1
2023-03-11,41,3,5,16,14,14,0,0,2,0,0,5,0,39,1
2023-03-12,39,2,6,16,13,13,0,0,2,0,0,5,0,37,1
2023-03-13,58,3,8,18,22,18,0,0,2,0,0,6,0,55,2
2023-03-14,64,3,9,17,24,19,0,0,2,0,0,6,0,59,2
2023-03-15,52,2,7,16,19,15,0,0,2,0,0,6,0,47,2
2023-03-16,47,2,6,15,16,14,0,0,2,0,0,5,0,41,2
2023-03-17,54,2,8,15,22,16,0,0,2,0,0,6,0,47,2
2023-03-18,52,2,8,15,21,15,0,0,2,0,0,6,0,47,2
2023-03-19,51,2,8,15,21,15,0,0,2,0,0,5,1,54,2
2023-03-20,65,3,9,16,23,16,0,0,2,0,0,7,0,62,2
2023-03-21,57,2,9,15,21,15,0,0,2,0,0,6,1,54,2
2023-03-22,56,3,8,16,21,15,0,0,2,0,0,6,0,54,2
2023-03-23,54,2,8,16,19,16,0,0,2,0,0,6,0,49,2
2023-03-24,51,2,7,15,18,15,0,0,2,0,0,5,0,48,2
2023-03-25,44,2,6,14,15,14,0,0,2,0,0,5,0,35,2
2023-03-26,42,2,7,13,16,14,0,0,2,0,0,6,0,37,2
2023-03-27,48,2,6,14,16,15,0,0,2,0,0,5,0,41,2
2023-03-28,44,2,8,15,16,15,0,0,2,0,0,5,0,40,2
2023-03-29,47,2,7,15,16,15,0,0,2,0,0,5,0,41,2
2023-03-30,47,3,6,15,17,15,0,0,2,0,0,6,0,42,2
2023-03-31,45,2,6,14,15,15,0,0,2,0,0,6,0,41,2
2023-04-01,40,2,6,13,14,13,0,0,2,0,0,5,0,33,2
2023-04-02,41,2,5,13,13,13,0,0,2,0,0,5,0,33,2
2023-04-03,42,2,6,14,15,14,0,0,2,0,0,5,0,38,2
2023-04-04,44,3,7,15,16,16,0,0,2,0,0,5,0,37,2
2023-04-05,42,3,9,14,17,18,0,0,2,0,0,5,0,36,2
2023-04-06,42,2,7,14,14,15,0,0,2,0,0,5,0,35,2
2023-04-07,40,2,6,14,13,14,0,0,2,0,0,5,0,33,2
2023-04-08,37,2,5,14,13,13,0,0,2,0,0,5,0,30,2
2023-04-09,36,2,6,13,12,13,0,0,2,0,0,5,0,30,2
2023-04-10,43,2,7,14,15,16,0,0,2,0,0,5,0,36,2
2023-04-11,60,2,9,15,22,19,0,0,2,0,0,7,1,54,2
2023-04-12,51,2,10,15,19,21,0,0,2,0,0,7,1,46,2
2023-04-13,46,2,11,15,16,23,0,0,2,0,0,7,1,42,2
2023-04-14,50,2,14,16,17,24,0,0,2,0,0,7,1,43,2
2023-04-15,44,2,9,14,14,17,0,0,2,0,0,6,0,35,2
2023-04-16,41,2,8,14,13,16,0,0,2,0,0,7,1,35,2
2023-04-17,45,2,8,15,15,18,0,0,2,0,0,7,1,38,2
2023-04-18,45,2,9,15,14,16,0,0,2,0,0,7,1,39,2
2023-04-19,43,2,9,16,15,18,0,0,2,0,0,6,0,37,2
2023-04-20,43,2,7,14,14,16,0,0,2,0,0,6,0,35,1
2023-04-21,45,2,6,14,14,15,0,0,2,0,0,5,0,35,1
2023-04-22,38,2,6,12,13,14,0,0,2,0,0,6,0,30,2
2023-04-23,39,2,6,12,12,13,0,0,2,0,0,5,0,30,2
2023-04-24,43,2,6,13,14,14,0,0,2,0,0,5,0,36,1
2023-04-25,40,2,6,14,13,15,0,0,2,0,0,6,0,34,1
2023-04-26,46,2,7,14,16,16,0,0,2,0,0,6,0,40,2
2023-04-27,41,2,6,13,15,14,0,0,2,0,0,5,0,37,2
2023-04-28,39,2,6,12,13,14,0,0,2,0,0,6,0,35,1
2023-04-29,36,2,5,12,12,12,0,0,2,0,0,5,0,28,1
2023-04-30,35,2,5,12,12,13,0,0,2,0,0,5,0,28,2
2023-05-01,49,3,7,18,17,60,0,1,9,1,0,7,1,51,2
2023-05-02,47,3,6,17,16,62,0,0,8,1,0,7,0,48,2
2023-05-03,48,2,6,17,16,58,1,0,8,1,0,7,0,49,2
2023-05-04,46,2,7,17,15,54,0,0,8,1,0,7,0,46,2
2023-05-05,46,2,7,18,16,68,0,0,7,1,0,7,1,45,2
2023-05-06,43,2,6,17,15,65,0,1,8,1,0,7,1,38,2
2023-05-07,43,2,7,16,14,63,0,0,8,1,0,6,0,37,2
2023-05-08,53,3,7,18,19,65,1,0,7,1,0,8,1,48,2
2023-05-09,48,2,6,18,16,64,1,0,6,1,0,7,0,44,2
2023-05-10,49,2,6,17,17,64,1,1,7,1,0,7,1,45,2
2023-05-11,50,2,6,17,16,60,1,0,7,1,0,7,0,42,2
2023-05-12,48,2,7,16,16,58,0,0,7,1,0,7,1,44,2
2023-05-13,42,2,6,15,13,49,0,0,7,1,0,6,1,32,2
2023-05-14,38,2,5,14,13,49,0,0,6,1,0,6,0,34,2
2023-05-15,43,2,6,16,14,59,0,0,8,1,0,7,0,41,2
2023-05-16,42,2,6,16,14,57,1,0,7,1,0,7,0,39,2
2023-05-17,42,3,6,16,14,52,0,0,8,1,0,7,1,39,2
2023-05-18,43,3,6,16,14,52,0,0,8,1,0,7,1,38,3
2023-05-19,42,2,5,15,14,50,0,1,9,1,0,7,0,37,2
2023-05-20,38,2,5,14,12,45,0,0,9,1,0,6,1,29,2
2023-05-21,37,2,5,14,12,48,0,0,9,1,0,6,0,30,2
2023-05-22,44,2,6,16,13,51,0,0,8,1,0,7,1,38,2
2023-05-23,43,2,6,17,13,55,0,0,8,1,0,7,0,38,2
2023-05-24,42,2,5,16,13,50,1,0,7,1,0,7,0,37,2
2023-05-25,43,3,6,16,14,52,0,0,7,1,0,7,0,38,2
2023-05-26,42,2,6,15,13,52,0,0,8,1,0,7,0,35,2
2023-05-27,36,2,5,14,12,44,0,0,8,1,0,7,0,27,2
2023-05-28,38,3,5,15,13,46,0,0,8,1,0,8,0,32,2
2023-05-29,43,2,6,14,13,52,0,0,7,1,0,7,0,35,2
2023-05-30,42,2,6,15,14,55,0,0,7,1,0,7,0,39,2
2023-05-31,43,2,6,15,14,52,0,0,8,1,0,8,0,38,2
2023-06-01,42,2,6,15,14,52,0,0,7,1,0,7,0,37,2
2023-06-02,41,2,6,14,13,50,0,0,7,1,0,7,0,34,2
2023-06-03,38,2,6,14,12,47,0,0,7,1,0,6,0,28,2
2023-06-04,37,2,5,13,11,49,0,0,8,1,0,8,0,28,2
2023-06-05,47,2,6,18,16,53,2,1,7,1,0,7,0,43,2
2023-06-06,51,2,6,17,19,54,1,1,8,1,0,7,0,50,3
2023-06-07,47,2,6,16,16,52,1,0,7,1,0,8,1,43,3
2023-06-08,45,3,6,15,14,48,1,0,7,1,0,7,0,38,2
2023-06-09,41,2,6,15,13,47,1,0,8,1,0,9,0,35,3
2023-06-10,45,3,7,23,17,49,7,1,8,1,0,14,1,38,2
2023-06-11,47,2,6,16,14,45,2,1,8,1,0,10,1,37,2
2023-06-12,44,2,6,16,14,54,1,0,8,1,0,9,1,40,2
2023-06-13,42,2,6,16,14,48,0,0,7,1,0,8,1,36,2
2023-06-14,44,2,6,16,15,51,1,0,8,1,0,8,0,37,2
2023-06-15,49,2,6,17,16,56,1,0,9,1,0,7,0,42,2
2023-06-16,45,2,6,15,15,51,0,0,8,1,0,7,1,40,2
2023-06-17,41,2,6,15,14,45,0,0,9,1,0,7,1,32,2
2023-06-18,41,2,5,14,12,45,0,0,8,1,0,7,0,29,2
2023-06-19,42,2,6,14,14,51,0,0,7,1,0,7,0,35,2
2023-06-20,46,2,6,16,16,56,0,0,8,1,0,7,1,43,2
2023-06-21,61,2,7,18,24,61,0,0,9,1,0,8,1,58,2
2023-06-22,60,2,7,16,21,57,1,0,9,1,0,7,1,55,2
2023-06-23,55,2,7,16,21,55,0,0,9,1,0,7,1,54,2
2023-06-24,51,2,6,15,18,45,0,0,8,1,0,6,0,47,2
2023-06-25,50,2,6,15,17,48,0,0,9,1,0,7,1,46,2
2023-06-26,52,2,7,15,17,50,0,0,8,1,0,7,1,48,2
2023-06-27,48,2,6,16,17,51,1,0,9,1,0,7,1,43,2
2023-06-28,50,3,6,15,16,52,0,0,9,1,0,7,1,44,2
2023-06-29,48,2,6,15,16,53,0,0,9,1,0,10,1,45,2
2023-06-30,52,2,7,16,18,54,1,0,9,1,0,9,1,47,2
2023-07-01,46,2,6,14,16,46,0,0,9,1,0,8,0,40,2
2023-07-02,46,2,6,14,14,47,0,0,9,1,0,7,1,38,2
2023-07-03,51,2,7,16,17,61,0,0,8,1,0,7,1,46,2
2023-07-04,49,2,6,15,16,54,0,0,9,1,0,8,1,44,2
2023-07-05,46,2,6,15,15,54,0,0,8,1,0,7,1,43,2
2023-07-06,50,2,6,15,17,58,0,0,9,1,0,8,0,44,2
2023-07-07,45,2,6,15,16,51,0,0,9,1,0,9,0,45,2
2023-07-08,42,2,5,13,13,42,0,0,9,1,0,8,0,28,2
2023-07-09,43,2,6,13,13,45,0,0,9,1,0,8,0,34,2
2023-07-10,48,2,6,15,16,54,0,1,9,1,0,8,0,41,2
2023-07-11,47,2,6,14,15,50,0,0,9,1,0,8,0,43,2
2023-07-12,48,2,6,16,16,52,0,0,8,1,0,8,0,40,2
2023-07-13,51,3,8,20,18,56,1,0,9,1,0,10,1,45,3
2023-07-14,55,3,8,21,19,66,1,1,9,2,0,15,1,52,3
2023-07-15,46,3,6,17,15,46,0,0,9,1,0,11,1,37,3
2023-07-16,44,3,6,16,14,45,1,1,10,1,0,9,1,36,3
2023-07-17,46,3,6,17,15,55,1,0,8,1,0,9,1,42,2
2023-07-18,47,3,6,17,15,56,0,0,8,1,0,9,0,40,3
2023-07-19,47,3,6,17,15,54,0,1,9,1,0,9,1,42,3
2023-07-20,47,2,6,18,15,52,0,0,10,1,0,9,1,41,3
